# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
5.474902779257432,807.1575858046615,807.1575858046615,57.548220443505336,58.20707526641773,-16.685375938065498,16.751793478968835,97.6896247564275,0.013616836064295,97.68962570544448,89.99201361215484,8.733036977829244,1.490239768442555,28.61000012231607,-80.59899795985967,0.041723343547236,-2.095440338692996e-5,4.218436970547791,-0.001503746735545,78.60571382104052,89.99165029978667,84.45913050521774,36.29999999999998,0.001269190440115,1.196221707555019e-5,9.789696584181508,31.93479291882526,27.750225863262006,1.673826822225302,0,0,0.595790140044893,0.621361926338852,0.432105837092057,0.065314917902626,0.123941171344169,0.62136528941216,0.008681720820089,0.014032983216001,4.363022293106179e-4,0,0,0,0,1.233136193091077e-4,2.908363108398751,90,9.753475692269717,920.2910742847894,0.001133247674997,337.20950626951543,0.174116922346605,1.584965483784907e6,2.5,4.908738521234052,0.01,0.4903824,0
5.484902779257432,807.7322349043311,807.7322349043311,57.38171473672379,58.040095889850186,-16.616124183448157,16.698136846380482,97.77687785565364,0.013634610930852,97.77687880630076,89.99201032315912,8.717312933253051,1.652934136824205,28.610000122475736,-80.598997064871,0.113107703731196,-2.09516097566659e-5,4.505084076641932,-0.013088890190147,78.5623193446357,89.99110240992665,84.45913050521774,36.29999999999998,0.001269190440115,1.196221707555019e-5,9.789694818390721,31.912531641352757,27.750225863262006,1.664922311236301,0,0,0.592788503874257,0.621332027132223,0.432112347417215,0.06529803544887,0.123921644266138,0.621356671752915,0.023585492797542,0.039419090040375,-3.26658947376796e-4,0,0,0,0,1.413437688598894e-4,3.010108442494032,90,9.749740473121847,920.2268713829274,0.001133183577058,337.2072427267118,0.173685043555595,1.580950620214983e6,2.5,4.908738521234052,0.01,0.4908451,0
5.494902779257432,808.3052223687355,808.3052223687355,57.21588894182967,57.87355444862108,-16.549559072891917,16.647486447269156,97.86396576828315,0.013652370038689,97.86396672056016,89.99200703576284,8.700020523752945,1.803025098236573,28.61000012263526,-80.59899617157672,0.179254432589577,-2.094535133919571e-5,5.048201842245664,-0.016563627481328,78.51475495809149,89.99055342381357,84.45913050521774,36.29999999999998,0.001269190440115,1.196221707555019e-5,9.789693057706312,31.891985153564438,27.750225863262006,1.656703716120973,0,0,0.589821767147228,0.621302338645741,0.432118815658656,0.065281279573022,0.123902243414063,0.621364072553862,0.037452310199643,0.061449698397368,-2.762918225874418e-4,0,0,0,0,1.783626605379289e-4,3.111853776589314,90,9.746016054603217,920.1628541279338,0.001133119662777,337.20498572908957,0.173254890353079,1.576952116206514e6,2.5,4.908738521234052,0.01,0.4913041,0
5.504902779257431,808.8765548469562,808.8765548469562,57.050698965991096,57.7074401013727,-16.494074507447785,16.602389619543715,97.95087352581807,0.013670138886245,97.95087447972838,89.99200373380796,8.681381833866086,1.893369277741143,28.610000122794872,-80.59899528013034,0.219733291105978,-2.098045656692311e-5,5.808148446468966,-0.01859196267147,78.46059807845862,89.98999916197214,84.45913050521774,36.29999999999998,0.001269190440115,1.196221707555019e-5,9.789691302107842,31.879422906972092,27.750225863262006,1.651678817484035,0,0,0.58679018985045,0.621272070926241,0.432125413790283,0.065264204166766,0.123882452969192,0.621364681311151,0.0459647825028,0.075729551447126,1.862148943915251e-4,0,0,0,0,2.37312101352605e-4,3.194670459252149,90,9.74230239349481,920.0990217769375,0.001133055931427,337.20273525045786,0.172814995992645,1.572865602644024e6,2.5,4.908738521234052,0.01,0.4918528,0
5.514902779257431,809.4462378808582,809.4462378808582,56.885980987729475,57.54172533404918,-16.450143635651095,16.56196653477666,98.03759213051681,0.013687942902375,98.03759308606752,89.99200040171955,8.662293084561286,1.921330233330478,28.6100001229548,-80.59899439062418,0.233135547453696,-2.105807607279835e-5,6.638844104297939,-0.023689317307557,78.39839635607407,89.98943661737498,84.45913050521774,36.29999999999998,0.001269190440115,1.196221707555019e-5,9.789689551578281,31.875219330070266,27.750225863262006,1.649997386723303,0,0,0.583677473613542,0.621241183905817,0.432132150814733,0.065246787162083,0.123862245929001,0.621345375593109,0.048787224426501,0.080574030420595,-6.6308199538606e-5,0,0,0,0,3.116746427001969e-4,3.25780779074623,90,9.738599453774441,920.0353737107715,0.001132992382404,337.2004912689873,0.172364683358386,1.568684928511719e6,2.5,4.908738521234052,0.01,0.4923158,0
5.524902779257431,810.0142758682928,810.0142758682928,56.72168337016296,57.37639852425361,-16.410009456299996,16.523211781422116,98.12411875798298,0.013705807213525,98.1241197151847,89.99199702465626,8.643017023525454,1.93083329624061,28.610000123115274,-80.5989935030872,0.238182170950087,-2.109500133301445e-5,7.500746628464575,-0.026416237236058,78.32770890196528,89.98890616879967,84.45913050521774,36.29999999999998,0.001269190440115,1.196221707555019e-5,9.789687806104101,31.87359060234552,27.750225863262006,1.649345895633405,0,0,0.580576492151416,0.621210492173547,0.432138849434739,0.06522948865966,0.123842154079148,0.62131921640998,0.049850161776362,0.081905467563757,-4.386384674639842e-4,0,0,0,0,3.999414628198183e-4,3.32094512224031,90,9.734907206856121,919.9719094380838,0.001132929015232,337.1982537673548,0.171915768264759,1.564517635955178e6,2.5,4.908738521234052,0.01,0.4927657,0
5.534902779257431,810.5806728229325,810.5806728229325,56.557768157852415,57.21144969314002,-16.373652042663746,16.486103074099162,98.21045245420578,0.01372375423965,98.2104534130723,89.9919935895596,8.623736834650423,1.922267763761123,28.610000123276485,-80.5989926175292,0.2349120547587,-2.100883029636422e-5,8.360466054270232,-0.029035933327281,78.24838996189209,89.98847762545135,84.45913050521774,36.29999999999998,0.001269190440115,1.196221707555019e-5,9.78968606567298,31.874522402314042,27.750225863262006,1.649718615620814,0,0,0.577486868656343,0.621179994984198,0.432145509784264,0.065212308182104,0.123822177017829,0.621285762759285,0.049160278154481,0.080781059980493,3.479680425017031e-4,0,0,0,0,4.994800456793427e-4,3.38408245373439,90,9.73122562665094,919.9086285104454,0.001132865829478,337.19602272975044,0.171468252675558,1.560363738467801e6,2.5,4.908738521234052,0.01,0.4932179,0
5.544902779257431,811.1454323817311,811.1454323817311,56.39419815413524,57.04686858467729,-16.340933008369916,16.45064391847279,98.29659406626168,0.013741802285187,98.29659502680934,89.99199008596182,8.604628398110583,1.896732387120609,28.610000123438603,-80.59899173394149,0.223682466979728,-2.111520314985875e-5,9.186858721346697,-0.03275246383959,78.16061745940863,89.98814334481534,84.45913050521774,36.29999999999998,0.001269190440115,1.196221707555019e-5,9.78968433027373,31.877906257816612,27.750225863262006,1.651072157821842,0,0,0.574409211976216,0.621149691635453,0.432152131987927,0.065195245276265,0.123802314371261,0.621245626938228,0.046793903920233,0.07620506647952,7.731837861924984e-5,0,0,0,0,6.062611634466226e-4,3.447219785228471,90,9.72755468951874,919.845530521516,0.00113280282475,337.19379814184833,0.171022139170997,1.556223255219316e6,2.5,4.908738521234052,0.01,0.4937187,0
5.55490277925743,811.708557818664,811.708557818664,56.23092663045083,56.88264284297792,-16.31847934549993,16.419509496002398,98.38254613330672,0.013759966642546,98.38254709555403,89.99198650532328,8.585915622846729,1.818659929674899,28.61000012360177,-80.59899085229799,0.188608776735743,-2.105602439829698e-5,9.943573987062795,-0.040225304735143,78.06486038910418,89.98794495268127,84.45913050521774,36.29999999999998,0.001269190440115,1.196221707555019e-5,9.789682599896285,31.888647184158984,27.750225863262006,1.655368528358792,0,0,0.571261786306677,0.621118863369546,0.432158873015434,0.065177895029817,0.123782095324295,0.621187163104517,0.03941461498448,0.064976765482152,3.178932404229106e-4,0,0,0,0,7.140554799930966e-4,3.493329559747075,90,9.723894374178712,919.7826151055098,0.001132740000696,337.1915799907523,0.170566822553857,1.551999684519381e6,2.5,4.908738521234052,0.01,0.4941767,0
5.56490277925743,812.2700513802172,812.2700513802172,56.067806866134234,56.718742059469804,-16.305837618302185,16.393392241785456,98.46831643986367,0.013778254837144,98.46831740383011,89.99198284408008,8.568356553653674,1.692030956747826,28.610000123766046,-80.59898997251891,0.130973971350233,-2.105137410380161e-5,10.510753624617992,-0.056879061007344,77.96240753850495,89.98788991013686,84.45913050521774,36.29999999999998,0.001269190440115,1.196221707555019e-5,9.78968087453374,31.906395427121787,27.750225863262006,1.662467825543912,0,0,0.568051123938831,0.621087480949106,0.432165739533494,0.065160241534818,0.123761499880794,0.621120489848818,0.027322717491802,0.044787011736883,8.182801413895047e-6,0,0,0,0,8.022168233908142e-4,3.521736473897503,90,9.720244666028577,919.7198820114368,0.001132677357081,337.1893682676133,0.170101776791553,1.547688251078503e6,2.5,4.908738521234052,0.01,0.4946889,0
5.57490277925743,812.8299143431068,812.8299143431068,55.90480398799107,56.55515316918759,-16.294947353675052,16.369544866099893,98.55391758099675,0.013796669023353,98.55391854670204,89.99197910219485,8.552089864738715,1.560990026943071,28.610000123931457,-80.59898909447499,0.070230086992473,-2.106355714297239e-5,10.861782765556352,-0.101857809508987,77.85535806030309,89.98800201317394,84.45913050521774,36.29999999999998,0.001269190440115,1.196221707555019e-5,9.789679154182174,31.925174514551333,27.750225863262006,1.669979460515731,0,0,0.564869358007531,0.621056288895315,0.432172568996734,0.065142704319008,0.123741015579573,0.621065802044197,0.014623916444519,0.0236922308412,4.454037611294176e-4,0,0,0,0,8.61397277342943e-4,3.55014338804793,90,9.71660555676982,919.6573310966554,0.001132614893776,337.1871629674025,0.16963797605427,1.543388811030073e6,2.5,4.908738521234052,0.01,0.4951678,0
5.58490277925743,813.388147804342,813.388147804342,55.74190519412661,56.391867160954284,-16.284861914677574,16.347550657398475,98.63936262085873,0.013815204692785,98.6393635883218,89.99197528353999,8.537135774234532,1.43027441985556,28.610000124097958,-80.59898821803229,0.008601913935251,-2.107062597411825e-5,10.967687849566737,-0.776501755809621,77.74588644500757,89.98831258626252,84.45913050521774,36.29999999999998,0.001269190440115,1.196221707555019e-5,9.789677438838204,31.94430105239496,27.750225863262006,1.67763007565318,0,0,0.561718239418069,0.621025285438843,0.432179361767886,0.06512528233831,0.123720641332647,0.621025428492054,0.001787821449356,0.001848223902544,2.525396442266015e-5,0,0,0,0,8.830978088798501e-4,3.578550302198358,90,9.712977039271777,919.594962238602,0.001132552610672,337.1849640857987,0.169175405846831,1.539101228742334e6,2.5,4.908738521234052,0.01,0.4956324,0
5.59490277925743,813.9447527802416,813.9447527802416,55.57910707038424,56.22887756669882,-16.274684565910903,16.326843870369434,98.72466459514439,0.013833847371501,98.7246655643821,89.99197139775679,8.523469344672439,1.304021873866136,28.61000012426542,-80.59898734305705,0.051789820355539,-2.107332886036883e-5,-10.910032561814608,-0.118126932304465,77.63618597439208,89.98884889496506,84.45913050521774,36.29999999999998,0.001269190440115,1.196221707555019e-5,9.789675728498704,31.930760532611806,27.750225863262006,1.67221386773992,0,0,0.558597624344078,0.620994468773622,0.432186118218418,0.065107974529366,0.123700376025838,0.62099964529808,0.010777850656403,0.018581047852208,3.303610338224304e-4,0,0,0,0,-8.786346643296003e-4,3.606957216348786,90,9.709359106928446,919.532775323728,0.001132490507671,337.1827716187986,0.168714050890798,1.534825361507894e6,2.5,4.908738521234052,0.01,0.4961649,0
5.604902779257429,814.4997302953578,814.4997302953578,55.41639199691004,56.06617552225459,-16.277087868497894,16.3154416644073,98.80983610049323,0.01385257365912,98.80983707151901,89.99196745959526,8.511141858591282,1.118055108604384,28.610000124433633,-80.59898646942008,0.139999722255803,-2.106249120866123e-5,-10.599487009094164,-0.042465742614944,77.52837420044699,89.9896002702991,84.45913050521774,36.29999999999998,0.001269190440115,1.196221707555019e-5,9.789674023160527,31.90329297998909,27.750225863262006,1.661226846690833,0,0,0.555384795520118,0.620962498527877,0.432193132094773,0.065090027837434,0.12367933859567,0.621000192635068,0.02921189342428,0.049162572763312,4.150808685201346e-4,0,0,0,0,-8.340799226321855e-4,3.603632775972804,90,9.705751753080165,919.4707702375649,0.001132428584671,337.18058556236656,0.168233779551181,1.530378073497508e6,2.5,4.908738521234052,0.01,0.4966457,0
