# Apogee (Up to date)
# 761 data points written for 58 variables.
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
5.877,496.997,496.997,60.104,60.279,-12.305,12.307,28.389,0.008,28.389,89.984,4.599,0.182,28.61,-80.6,0.136,2.259e-6,-2.45,0.004,82.556,89.984,2951.958,653.8,1.047,0.004,9.791,94.214,72.995,2.439,0,0,7.425,0.583,0.376,0.083,0.124,0.583,0.036,0.087,1.491e-4,0,0,0,0,-7.791e-4,3.11,90,11.77,954.961,0.001,338.431,0.179,6.506e6,8.7,59.447,0.05,0.017,0.008
5.927,499.987,499.987,59.489,59.666,-12.257,12.258,28.618,0.008,28.618,89.984,4.59,0.165,28.61,-80.6,0.152,2.259e-6,-2.158,0.003,82.441,89.983,2951.958,653.8,1.047,0.004,9.791,94.208,72.995,2.438,0,0,7.275,0.583,0.376,0.083,0.124,0.583,0.04,0.098,-3.803e-4,0,0,0,0,-6.169e-4,3.144,90,11.75,954.61,0.001,338.419,0.177,6.439e6,8.7,59.447,0.05,0.017,0.008
5.977,502.946,502.946,58.878,59.056,-12.206,12.207,28.848,0.008,28.848,89.984,4.582,0.166,28.61,-80.6,0.152,2.256e-6,-1.878,0.002,82.34,89.982,2951.958,653.8,1.047,0.004,9.791,94.207,72.995,2.438,0,0,7.127,0.583,0.376,0.083,0.124,0.583,0.04,0.098,9.71e-5,0,0,0,0,-4.768e-4,3.178,90,11.731,954.279,0.001,338.408,0.175,6.373e6,8.7,59.447,0.05,0.017,0.008
6.027,505.875,505.875,58.269,58.448,-12.157,12.158,29.076,0.008,29.076,89.984,4.574,0.158,28.61,-80.6,0.16,2.245e-6,-1.592,8.877e-4,82.253,89.982,2951.958,653.8,1.047,0.004,9.791,94.204,72.995,2.438,0,0,6.981,0.583,0.376,0.082,0.124,0.583,0.042,0.102,1.956e-4,0,0,0,0,-3.497e-4,3.188,90,11.712,953.952,0.001,338.396,0.174,6.307e6,8.7,59.447,0.05,0.017,0.007
6.077,508.773,508.773,57.662,57.843,-12.108,12.109,29.305,0.008,29.305,89.984,4.566,0.159,28.61,-80.6,0.159,2.242e-6,-1.303,4.218e-4,82.181,89.981,2951.958,653.8,1.047,0.004,9.791,94.204,72.995,2.438,0,0,6.837,0.583,0.376,0.082,0.124,0.583,0.042,0.102,4.336e-4,0,0,0,0,-2.389e-4,3.19,90,11.693,953.628,0.001,338.385,0.172,6.241e6,8.7,59.447,0.05,0.017,0.007
6.127,511.641,511.641,57.058,57.24,-12.059,12.06,29.533,0.009,29.533,89.983,4.558,0.163,28.61,-80.6,0.154,2.237e-6,-1.029,-2.372e-4,82.122,89.981,2951.958,653.8,1.047,0.004,9.791,94.205,72.995,2.438,0,0,6.694,0.583,0.377,0.082,0.124,0.583,0.04,0.098,-1.359e-4,0,0,0,0,-1.523e-4,3.181,90,11.674,953.308,0.001,338.374,0.17,6.175e6,8.7,59.447,0.05,0.017,0.007
6.177,514.479,514.479,56.456,56.639,-12.012,12.013,29.761,0.009,29.761,89.983,4.55,0.155,28.61,-80.6,0.16,2.278e-6,-0.763,-3.608e-4,82.078,89.98,2951.958,653.8,1.047,0.004,9.791,94.203,72.995,2.438,0,0,6.553,0.583,0.377,0.082,0.124,0.583,0.042,0.102,1.09e-4,0,0,0,0,-8.537e-5,3.146,90,11.656,952.991,0.001,338.362,0.168,6.109e6,8.7,59.447,0.05,0.017,0.007
6.227,517.287,517.287,55.857,56.041,-11.965,11.966,29.988,0.009,29.988,89.983,4.542,0.146,28.61,-80.6,0.167,2.245e-6,-0.486,-3.666e-4,82.046,89.98,2951.958,653.8,1.047,0.004,9.791,94.2,72.995,2.437,0,0,6.414,0.583,0.377,0.082,0.124,0.583,0.044,0.107,2.849e-4,0,0,0,0,-3.541e-5,3.096,90,11.638,952.677,0.001,338.351,0.167,6.043e6,8.7,59.447,0.05,0.017,0.007
6.277,520.065,520.065,55.26,55.446,-11.916,11.917,30.215,0.009,30.215,89.983,4.535,0.168,28.61,-80.6,0.141,2.265e-6,-0.219,-1.647e-4,82.029,89.98,2951.958,653.8,1.047,0.004,9.791,94.207,72.995,2.438,0,0,6.277,0.583,0.377,0.082,0.124,0.583,0.037,0.09,-4.406e-4,0,0,0,0,-7.324e-6,3.064,90,11.62,952.367,0.001,338.34,0.165,5.978e6,8.7,59.447,0.05,0.018,0.007
6.327,522.813,522.813,54.665,54.852,-11.869,11.87,30.441,0.009,30.441,89.983,4.526,0.167,28.61,-80.6,0.139,2.236e-6,-0.016,-8.713e-5,82.023,89.98,2951.958,653.8,1.047,0.004,9.791,94.207,72.995,2.438,0,0,6.141,0.582,0.377,0.082,0.123,0.583,0.036,0.088,3.256e-4,0,0,0,0,-4.192e-8,3,90,11.602,952.06,0.001,338.33,0.163,5.913e6,8.7,59.447,0.05,0.018,0.007
6.377,525.531,525.531,54.073,54.261,-11.816,11.818,30.668,0.009,30.668,89.983,4.517,0.222,28.61,-80.6,0.074,2.227e-6,0.2,7.982e-5,82.028,89.98,2951.958,653.8,1.047,0.004,9.791,94.227,72.995,2.44,0,0,6.008,0.582,0.377,0.082,0.123,0.582,0.019,0.048,2.339e-4,0,0,0,0,6.397e-6,2.984,90,11.584,951.756,0.001,338.319,0.161,5.848e6,8.7,59.447,0.05,0.018,0.007
6.427,528.22,528.22,53.484,53.673,-11.763,11.767,30.893,0.009,30.893,89.983,4.503,0.282,28.61,-80.6,4.698e-4,2.225e-6,0,0,82.039,89.98,2951.958,653.8,1.047,0.004,9.791,94.249,72.995,2.443,0,0,5.878,0.582,0.377,0.082,0.123,0.582,1.224e-4,1.619e-4,-4.32e-4,0,0,0,0,0,2.975,90,11.567,951.455,0.001,338.308,0.16,5.784e6,8.7,59.447,0.05,0.018,0.007
6.477,530.88,530.88,52.897,53.087,-11.715,11.719,31.118,0.009,31.118,89.983,4.489,0.312,28.61,-80.6,0.042,2.225e-6,-0.208,-5.731e-4,82.05,89.98,2951.958,653.8,1.047,0.004,9.791,94.236,72.995,2.442,0,0,5.749,0.582,0.377,0.082,0.123,0.582,0.011,0.027,-2.951e-4,0,0,0,0,-7.231e-6,2.937,90,11.549,951.158,0.001,338.298,0.158,5.72e6,8.7,59.447,0.05,0.018,0.007
6.527,533.51,533.51,52.312,52.503,-11.661,11.668,31.342,0.01,31.342,89.983,4.472,0.393,28.61,-80.6,0.145,2.219e-6,-0.083,-9.571e-4,82.058,89.98,2951.958,653.8,1.047,0.004,9.791,94.203,72.995,2.438,0,0,5.625,0.582,0.378,0.082,0.123,0.583,0.038,0.093,-3.537e-4,0,0,0,0,-1.17e-6,2.962,90,11.532,950.864,0.001,338.287,0.156,5.657e6,8.7,59.447,0.05,0.018,0.007
6.577,536.111,536.111,51.73,51.921,-11.612,11.621,31.565,0.01,31.565,89.982,4.45,0.441,28.61,-80.6,0.212,2.206e-6,0.201,-0.001,82.055,89.98,2951.958,653.8,1.047,0.004,9.791,94.182,72.995,2.435,0,0,5.501,0.582,0.378,0.082,0.123,0.583,0.056,0.136,-1.404e-4,0,0,0,0,7.027e-6,2.964,90,11.515,950.574,0.001,338.277,0.154,5.594e6,8.7,59.447,0.05,0.018,0.007
6.627,538.683,538.683,51.151,51.342,-11.568,11.577,31.787,0.01,31.787,89.982,4.428,0.461,28.61,-80.6,0.248,2.254e-6,0.518,-8.693e-4,82.038,89.979,2951.958,653.8,1.047,0.004,9.791,94.171,72.995,2.434,0,0,5.379,0.583,0.378,0.082,0.123,0.583,0.065,0.159,-8.259e-5,0,0,0,0,4.782e-5,2.952,90,11.499,950.286,0.001,338.267,0.153,5.531e6,8.7,59.447,0.05,0.018,0.007
6.677,541.226,541.226,50.574,50.765,-11.527,11.536,32.008,0.01,32.008,89.982,4.405,0.456,28.61,-80.6,0.254,2.301e-6,0.884,-0.001,82.003,89.979,2951.958,653.8,1.047,0.004,9.791,94.169,72.995,2.434,0,0,5.259,0.583,0.378,0.081,0.123,0.583,0.067,0.163,-3.264e-4,0,0,0,0,1.426e-4,2.93,90,11.482,950.002,0.001,338.257,0.151,5.468e6,8.7,59.447,0.05,0.018,0.007
6.727,543.74,543.74,49.998,50.19,-11.488,11.496,32.227,0.01,32.227,89.982,4.383,0.442,28.61,-80.6,0.246,2.262e-6,1.211,-0.001,81.95,89.979,2951.958,653.8,1.047,0.004,9.791,94.171,72.995,2.434,0,0,5.14,0.583,0.378,0.081,0.123,0.583,0.065,0.157,-3.662e-5,0,0,0,0,2.74e-4,2.908,90,11.466,949.721,0.001,338.247,0.149,5.405e6,8.7,59.447,0.05,0.019,0.006
6.777,546.226,546.226,49.425,49.617,-11.449,11.457,32.446,0.01,32.446,89.982,4.361,0.433,28.61,-80.6,0.246,2.241e-6,1.542,-0.001,81.881,89.979,2951.958,653.8,1.047,0.004,9.79,94.17,72.995,2.434,0,0,5.023,0.583,0.378,0.081,0.123,0.583,0.064,0.156,6.729e-5,0,0,0,0,4.542e-4,2.906,90,11.45,949.444,0.001,338.237,0.148,5.343e6,8.7,59.447,0.05,0.019,0.006
6.827,548.683,548.683,48.853,49.046,-11.411,11.419,32.664,0.01,32.664,89.982,4.339,0.427,28.61,-80.6,0.247,2.215e-6,1.853,-0.002,81.796,89.978,2951.958,653.8,1.047,0.004,9.79,94.169,72.995,2.434,0,0,4.909,0.583,0.379,0.081,0.123,0.583,0.065,0.157,4.257e-4,0,0,0,0,6.706e-4,2.919,90,11.434,949.169,0.001,338.228,0.146,5.282e6,8.7,59.447,0.05,0.019,0.006
6.877,551.111,551.111,48.284,48.476,-11.373,11.38,32.88,0.01,32.88,89.982,4.318,0.422,28.61,-80.6,0.251,2.214e-6,2.17,-0.003,81.696,89.978,2951.958,653.8,1.047,0.004,9.79,94.168,72.995,2.434,0,0,4.797,0.583,0.379,0.081,0.123,0.583,0.066,0.159,3.435e-4,0,0,0,0,9.418e-4,2.945,90,11.418,948.898,0.001,338.218,0.144,5.22e6,8.7,59.447,0.05,0.019,0.006
6.927,553.511,553.511,47.716,47.909,-11.342,11.348,33.095,0.011,33.095,89.982,4.298,0.367,28.61,-80.6,0.183,2.187e-6,2.457,-0.004,81.58,89.978,2951.958,653.8,1.047,0.004,9.79,94.188,72.995,2.436,0,0,4.685,0.583,0.379,0.081,0.123,0.583,0.048,0.115,-3.281e-4,0,0,0,0,0.001,2.921,90,11.402,948.63,0.001,338.209,0.143,5.159e6,8.7,59.447,0.05,0.019,0.006
6.977,555.883,555.883,47.15,47.343,-11.309,11.314,33.31,0.011,33.31,89.982,4.281,0.337,28.61,-80.6,0.147,2.192e-6,2.624,-0.004,81.453,89.977,2951.958,653.8,1.047,0.004,9.79,94.199,72.995,2.437,0,0,4.576,0.583,0.379,0.081,0.123,0.583,0.038,0.091,-2.927e-4,0,0,0,0,0.001,2.929,90,11.387,948.365,0.001,338.199,0.141,5.098e6,8.7,59.447,0.05,0.019,0.006
7.027,558.226,558.226,46.585,46.78,-11.277,11.281,33.523,0.011,33.523,89.981,4.264,0.304,28.61,-80.6,0.104,2.188e-6,2.795,-0.005,81.317,89.977,2951.958,653.8,1.047,0.004,9.79,94.212,72.995,2.439,0,0,4.468,0.583,0.379,0.081,0.123,0.583,0.027,0.064,-2.064e-4,0,0,0,0,0.002,2.937,90,11.372,948.103,0.001,338.19,0.139,5.037e6,8.7,59.447,0.05,0.019,0.006
7.077,560.542,560.542,46.022,46.218,-11.253,11.255,33.736,0.011,33.736,89.981,4.251,0.22,28.61,-80.6,0.019,2.187e-6,-2.845,-0.017,81.175,89.978,2951.958,653.8,1.047,0.004,9.79,94.237,72.995,2.442,0,0,4.36,0.583,0.379,0.081,0.122,0.583,0.005,0.014,3.681e-4,0,0,0,0,-0.002,2.879,90,11.356,947.844,0.001,338.181,0.138,4.976e6,8.7,59.447,0.05,0.019,0.006
7.127,562.829,562.829,45.46,45.657,-11.215,11.217,33.949,0.011,33.949,89.981,4.241,0.237,28.61,-80.6,0.01,2.184e-6,2.785,-0.018,81.035,89.978,2951.958,653.8,1.047,0.004,9.79,94.24,72.995,2.442,0,0,4.258,0.583,0.379,0.081,0.122,0.583,0.003,0.005,4.374e-4,0,0,0,0,0.002,2.939,90,11.342,947.589,0.001,338.172,0.136,4.916e6,8.7,59.447,0.05,0.019,0.006
7.177,565.088,565.088,44.9,45.099,-11.175,11.178,34.16,0.011,34.16,89.981,4.227,0.272,28.61,-80.6,0.069,2.186e-6,2.859,-0.001,80.894,89.978,2951.958,653.8,1.047,0.004,9.79,94.221,72.995,2.44,0,0,4.158,0.583,0.38,0.081,0.122,0.583,0.018,0.042,-2.764e-4,0,0,0,0,0.002,3.025,90,11.327,947.336,0.001,338.163,0.134,4.858e6,8.7,59.447,0.05,0.019,0.006
7.227,567.319,567.319,44.342,44.542,-11.142,11.145,34.371,0.011,34.371,89.981,4.214,0.263,28.61,-80.6,0.06,2.19e-6,2.917,0.001,80.749,89.978,2951.958,653.8,1.047,0.004,9.79,94.223,72.995,2.44,0,0,4.058,0.583,0.38,0.081,0.122,0.583,0.016,0.036,-3.28e-5,0,0,0,0,0.002,3.056,90,11.312,947.087,0.001,338.154,0.133,4.798e6,8.7,59.447,0.05,0.02,0.006
7.277,569.522,569.522,43.786,43.987,-11.107,11.11,34.582,0.012,34.582,89.981,4.201,0.271,28.61,-80.6,0.078,2.196e-6,2.984,0.003,80.602,89.979,2951.958,653.8,1.047,0.004,9.79,94.218,72.995,2.439,0,0,3.96,0.583,0.38,0.081,0.122,0.583,0.02,0.048,1.261e-4,0,0,0,0,0.002,3.108,90,11.298,946.841,0.001,338.146,0.131,4.739e6,8.7,59.447,0.05,0.02,0.006
7.327,571.697,571.697,43.232,43.434,-11.072,11.076,34.791,0.012,34.791,89.981,4.187,0.28,28.61,-80.6,0.1,2.198e-6,3.07,0.003,80.451,89.979,2951.958,653.8,1.047,0.004,9.79,94.21,72.995,2.439,0,0,3.864,0.583,0.38,0.081,0.122,0.583,0.026,0.061,4.587e-4,0,0,0,0,0.002,3.163,90,11.284,946.598,0.001,338.137,0.13,4.681e6,8.7,59.447,0.05,0.02,0.006
7.377,573.845,573.845,42.679,42.882,-11.042,11.045,35,0.012,35,89.981,4.173,0.264,28.61,-80.6,0.077,2.203e-6,3.167,0.005,80.295,89.979,2951.958,653.8,1.047,0.004,9.79,94.217,72.995,2.439,0,0,3.768,0.583,0.38,0.081,0.122,0.583,0.02,0.046,-2.702e-4,0,0,0,0,0.003,3.185,90,11.27,946.358,0.001,338.129,0.128,4.622e6,8.7,59.447,0.05,0.02,0.005
7.427,575.965,575.965,42.127,42.332,-11.009,11.012,35.209,0.012,35.209,89.981,4.16,0.266,28.61,-80.6,0.086,2.198e-6,3.221,0.006,80.135,89.979,2951.958,653.8,1.047,0.004,9.79,94.214,72.995,2.439,0,0,3.675,0.583,0.38,0.081,0.122,0.583,0.022,0.052,2.61e-5,0,0,0,0,0.003,3.231,90,11.256,946.121,0.001,338.12,0.126,4.564e6,8.7,59.447,0.05,0.02,0.005
7.477,578.058,578.058,41.578,41.784,-10.98,10.983,35.416,0.012,35.416,89.98,4.147,0.252,28.61,-80.6,0.065,2.196e-6,3.314,0.009,79.971,89.979,2951.958,653.8,1.047,0.004,9.79,94.22,72.995,2.44,0,0,3.583,0.583,0.381,0.081,0.122,0.583,0.017,0.039,-7.823e-5,0,0,0,0,0.003,3.255,90,11.243,945.887,0.001,338.112,0.125,4.506e6,8.7,59.447,0.05,0.021,0.005
7.527,580.123,580.123,41.029,41.237,-10.956,10.958,35.623,0.012,35.623,89.98,4.135,0.21,28.61,-80.6,0.01,2.194e-6,-3.329,0.07,79.805,89.98,2951.958,653.8,1.047,0.004,9.79,94.237,72.995,2.442,0,0,3.49,0.583,0.381,0.081,0.122,0.583,0.003,0.009,-1.947e-5,0,0,0,0,-0.003,3.236,90,11.229,945.657,0.001,338.104,0.123,4.447e6,8.7,59.447,0.05,0.021,0.005
7.577,582.161,582.161,40.482,40.692,-10.924,10.926,35.83,0.012,35.83,89.98,4.125,0.218,28.61,-80.6,0.01,2.194e-6,3.306,0.066,79.639,89.98,2951.958,653.8,1.047,0.004,9.79,94.236,72.995,2.442,0,0,3.402,0.583,0.381,0.081,0.122,0.583,0.003,0.003,-1.665e-4,0,0,0,0,0.003,3.283,90,11.216,945.429,0.001,338.096,0.122,4.39e6,8.7,59.447,0.05,0.021,0.005
7.627,584.171,584.171,39.937,40.148,-10.895,10.897,36.036,0.013,36.036,89.98,4.114,0.209,28.61,-80.6,0.003,2.195e-6,-3.323,0.217,79.473,89.979,2951.958,653.8,1.047,0.004,9.79,94.238,72.995,2.442,0,0,3.314,0.583,0.381,0.081,0.122,0.583,7.815e-4,0.005,3.208e-4,0,0,0,0,-0.003,3.305,90,11.203,945.204,0.001,338.088,0.12,4.332e6,8.7,59.447,0.05,0.021,0.005
7.677,586.155,586.155,39.393,39.606,-10.872,10.873,36.241,0.013,36.241,89.98,4.105,0.168,28.61,-80.6,0.082,2.196e-6,-3.286,0.009,79.308,89.979,2951.958,653.8,1.047,0.004,9.79,94.213,72.995,2.439,0,0,3.226,0.584,0.381,0.08,0.122,0.584,0.021,0.055,4.353e-4,0,0,0,0,-0.003,3.275,90,11.19,944.983,0.001,338.08,0.119,4.273e6,8.7,59.447,0.05,0.021,0.005
7.727,588.111,588.111,38.85,39.065,-10.844,10.845,36.446,0.013,36.446,89.98,4.097,0.16,28.61,-80.6,0.096,2.194e-6,-3.197,0.007,79.146,89.979,2951.958,653.8,1.047,0.004,9.79,94.209,72.995,2.438,0,0,3.14,0.584,0.381,0.08,0.122,0.584,0.025,0.064,5.617e-5,0,0,0,0,-0.003,3.285,90,11.177,944.764,0.001,338.072,0.117,4.216e6,8.7,59.447,0.05,0.021,0.005
7.777,590.04,590.04,38.308,38.526,-10.825,10.826,36.651,0.013,36.651,89.98,4.089,0.108,28.61,-80.6,0.207,2.202e-6,-3.105,0.004,78.988,89.979,2951.958,653.8,1.047,0.004,9.79,94.174,72.995,2.434,0,0,3.055,0.584,0.382,0.08,0.122,0.584,0.054,0.135,-2.878e-4,0,0,0,0,-0.003,3.222,90,11.165,944.549,0.001,338.065,0.115,4.157e6,8.7,59.447,0.05,0.021,0.005
7.827,591.941,591.941,37.767,37.988,-10.806,10.807,36.855,0.013,36.855,89.98,4.086,0.056,28.61,-80.6,0.323,2.192e-6,-2.868,0.003,78.838,89.979,2951.958,653.8,1.047,0.004,9.79,94.138,72.995,2.43,0,0,2.97,0.584,0.382,0.08,0.122,0.584,0.085,0.21,-1.393e-4,0,0,0,0,-0.003,3.145,90,11.152,944.336,0.001,338.057,0.114,4.098e6,8.7,59.447,0.05,0.021,0.005
7.877,593.816,593.816,37.228,37.451,-10.772,10.772,37.06,0.013,37.06,89.98,4.083,0.091,28.61,-80.6,0.244,2.188e-6,-2.628,0.003,78.701,89.978,2951.958,653.8,1.047,0.004,9.79,94.162,72.995,2.433,0,0,2.89,0.584,0.382,0.08,0.122,0.584,0.064,0.158,4.225e-4,0,0,0,0,-0.002,3.191,90,11.14,944.127,0.001,338.05,0.112,4.042e6,8.7,59.447,0.05,0.021,0.005
7.927,595.664,595.664,36.69,36.916,-10.735,10.736,37.264,0.013,37.264,89.979,4.076,0.141,28.61,-80.6,0.127,2.181e-6,-2.498,0.002,78.573,89.978,2951.958,653.8,1.047,0.004,9.79,94.198,72.995,2.437,0,0,2.811,0.584,0.382,0.08,0.122,0.584,0.033,0.083,-4.397e-4,0,0,0,0,-0.002,3.255,90,11.128,943.92,0.001,338.043,0.111,3.987e6,8.7,59.447,0.05,0.022,0.005
7.977,597.485,597.485,36.154,36.383,-10.709,10.71,37.467,0.014,37.467,89.979,4.069,0.134,28.61,-80.6,0.138,2.183e-6,-2.421,9.569e-4,78.45,89.977,2951.958,653.8,1.047,0.004,9.79,94.194,72.995,2.437,0,0,2.732,0.584,0.382,0.08,0.122,0.584,0.036,0.09,-6.203e-5,0,0,0,0,-0.002,3.229,90,11.116,943.717,0.001,338.035,0.109,3.929e6,8.7,59.447,0.05,0.022,0.005
8.027,599.28,599.28,35.619,35.85,-10.693,10.693,37.67,0.014,37.67,89.979,4.063,0.077,28.61,-80.6,0.277,2.188e-6,-2.284,0.001,78.332,89.977,2951.958,653.8,1.047,0.004,9.79,94.151,72.995,2.432,0,0,2.652,0.584,0.383,0.08,0.122,0.584,0.073,0.179,-4.869e-5,0,0,0,0,-0.002,3.113,90,11.105,943.516,0.001,338.028,0.107,3.87e6,8.7,59.447,0.05,0.022,0.005
8.077,601.047,601.047,35.085,35.319,-10.668,10.668,37.874,0.014,37.874,89.979,4.061,0.07,28.61,-80.6,0.293,2.191e-6,-2.056,0.001,78.224,89.976,2951.958,653.8,1.047,0.004,9.79,94.146,72.995,2.431,0,0,2.575,0.584,0.383,0.08,0.121,0.585,0.077,0.189,-3.343e-4,0,0,0,0,-0.002,3.067,90,11.093,943.319,0.001,338.021,0.106,3.813e6,8.7,59.447,0.05,0.022,0.005
8.127,602.788,602.788,34.552,34.79,-10.644,10.644,38.076,0.014,38.077,89.979,4.057,0.059,28.61,-80.6,0.32,2.179e-6,-1.883,0.001,78.125,89.976,2951.958,653.8,1.047,0.004,9.79,94.138,72.995,2.43,0,0,2.498,0.584,0.383,0.08,0.121,0.585,0.084,0.206,4.515e-4,0,0,0,0,-0.001,3.008,90,11.082,943.124,0.001,338.015,0.104,3.756e6,8.7,59.447,0.05,0.022,0.004
8.177,604.503,604.503,34.021,34.261,-10.614,10.614,38.279,0.014,38.279,89.979,4.054,0.081,28.61,-80.6,0.259,2.18e-6,-1.655,6.323e-4,78.037,89.975,2951.958,653.8,1.047,0.004,9.79,94.156,72.995,2.432,0,0,2.425,0.585,0.383,0.08,0.121,0.585,0.068,0.166,-4.469e-4,0,0,0,0,-0.001,2.994,90,11.071,942.933,0.001,338.008,0.103,3.699e6,8.7,59.447,0.05,0.022,0.004
8.227,606.19,606.19,33.491,33.735,-10.574,10.575,38.482,0.014,38.482,89.979,4.048,0.157,28.61,-80.6,0.038,2.185e-6,-1.569,-0.011,77.957,89.975,2951.958,653.8,1.047,0.004,9.79,94.223,72.995,2.44,0,0,2.354,0.585,0.383,0.08,0.121,0.585,0.01,0.025,8.248e-5,0,0,0,0,-0.001,3.074,90,11.06,942.744,0.001,338.001,0.101,3.645e6,8.7,59.447,0.05,0.022,0.004
8.277,607.852,607.852,32.963,33.21,-10.548,10.549,38.684,0.014,38.684,89.979,4.039,0.16,28.61,-80.6,0.019,2.186e-6,-1.58,-0.026,77.878,89.975,2951.958,653.8,1.047,0.004,9.79,94.229,72.995,2.441,0,0,2.283,0.585,0.384,0.08,0.121,0.585,0.005,0.013,1.734e-4,0,0,0,0,-0.001,3.029,90,11.049,942.559,0.001,337.995,0.1,3.589e6,8.7,59.447,0.05,0.022,0.004
8.327,609.487,609.487,32.436,32.686,-10.524,10.525,38.886,0.015,38.886,89.979,4.032,0.159,28.61,-80.6,0.01,2.186e-6,-1.548,-0.046,77.8,89.974,2951.958,653.8,1.047,0.004,9.79,94.231,72.995,2.441,0,0,2.212,0.585,0.384,0.08,0.121,0.585,0.003,0.008,2.851e-4,0,0,0,0,-0.001,2.975,90,11.038,942.376,0.001,337.988,0.098,3.532e6,8.7,59.447,0.05,0.022,0.004
8.377,611.095,611.095,31.911,32.163,-10.493,10.495,39.087,0.015,39.087,89.978,4.023,0.194,28.61,-80.6,0.113,2.185e-6,1.576,-0.006,77.722,89.974,2951.958,653.8,1.047,0.004,9.79,94.199,72.995,2.437,0,0,2.144,0.585,0.384,0.08,0.121,0.585,0.03,0.071,-1.052e-4,0,0,0,0,0.001,2.988,90,11.028,942.196,0.001,337.982,0.097,3.477e6,8.7,59.447,0.05,0.022,0.004
8.427,612.678,612.678,31.387,31.642,-10.462,10.465,39.288,0.015,39.288,89.978,4.012,0.229,28.61,-80.6,0.241,2.179e-6,1.671,-0.003,77.641,89.974,2951.958,653.8,1.047,0.004,9.79,94.16,72.995,2.433,0,0,2.078,0.585,0.384,0.08,0.121,0.585,0.063,0.152,6.577e-5,0,0,0,0,0.001,3.003,90,11.018,942.019,0.001,337.976,0.095,3.422e6,8.7,59.447,0.05,0.023,0.004
8.477,614.234,614.234,30.865,31.123,-10.431,10.434,39.488,0.015,39.488,89.978,4,0.271,28.61,-80.6,0.4,2.182e-6,1.836,-0.002,77.554,89.974,2951.958,653.8,1.047,0.004,9.79,94.112,72.995,2.427,0,0,2.014,0.585,0.384,0.08,0.121,0.586,0.105,0.254,-3.696e-4,0,0,0,0,0.002,3.038,90,11.007,941.846,0.001,337.969,0.094,3.368e6,8.7,59.447,0.05,0.023,0.004
8.527,615.764,615.764,30.344,30.604,-10.404,10.408,39.688,0.015,39.688,89.978,3.986,0.288,28.61,-80.6,0.484,2.189e-6,2.076,-0.002,77.456,89.974,2951.958,653.8,1.047,0.004,9.79,94.086,72.995,2.424,0,0,1.951,0.586,0.385,0.08,0.121,0.586,0.128,0.308,-2.416e-5,0,0,0,0,0.002,3.035,90,10.998,941.675,0.001,337.963,0.092,3.313e6,8.7,59.447,0.05,0.023,0.004
8.577,617.268,617.268,29.824,30.087,-10.377,10.381,39.887,0.015,39.887,89.978,3.971,0.316,28.61,-80.6,0.609,2.182e-6,2.328,-0.002,77.346,89.974,2951.958,653.8,1.047,0.004,9.79,94.048,72.995,2.42,0,0,1.889,0.586,0.385,0.08,0.121,0.586,0.161,0.387,-3.291e-4,0,0,0,0,0.003,3.059,90,10.988,941.507,0.001,337.957,0.091,3.259e6,8.7,59.447,0.05,0.023,0.004
8.627,618.747,618.747,29.306,29.572,-10.354,10.359,40.085,0.015,40.085,89.978,3.954,0.32,28.61,-80.6,0.657,2.19e-6,2.659,-0.001,77.222,89.974,2951.958,653.8,1.047,0.004,9.79,94.034,72.995,2.418,0,0,1.827,0.586,0.385,0.08,0.121,0.587,0.174,0.418,4.222e-4,0,0,0,0,0.004,3.046,90,10.978,941.341,0.001,337.952,0.089,3.205e6,8.7,59.447,0.05,0.023,0.004
8.677,620.199,620.199,28.789,29.057,-10.334,10.338,40.282,0.016,40.282,89.978,3.939,0.313,28.61,-80.6,0.666,2.193e-6,2.947,-0.001,77.081,89.974,2951.958,653.8,1.047,0.004,9.79,94.031,72.995,2.418,0,0,1.766,0.586,0.385,0.08,0.121,0.587,0.177,0.423,9.864e-5,0,0,0,0,0.005,3.017,90,10.969,941.179,0.001,337.946,0.088,3.15e6,8.7,59.447,0.05,0.023,0.004
