# Apogee (Up to date)
# 761 data points written for 58 variables.
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0,0,0,0,0,0,0,0,0,0,0,0,0,28.61,-80.6,90,0,0,0,90,0,3399.158,1101,1.293,0.004,9.792,NaN,83.411,NaN,0,0,0,0.727,0.528,0.079,0.12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.037,90,15,1013.25,0.001,340.389,0.009,3.39e5,8.7,59.447,0.01,8.85e-4,0
0.01,7.649e-5,7.649e-5,0.039,0.039,14.386,14.386,-2.419e-6,0,2.419e-6,270,6.051e-4,0.073,28.61,-80.6,89.26,0,0,0,90,0,3397.973,1099.815,1.292,0.004,9.792,NaN,83.387,NaN,82.156,2.469,1.314e-7,0.726,0.527,0.079,0.12,3.897e-6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.043,90,15,1013.25,0.001,340.389,0.009,3.397e5,8.7,59.447,0.01,0.001,5.029e-6
0.02,0.002,0.002,0.304,0.304,38.581,38.581,-1.212e-5,0,1.212e-5,270,0.001,0.074,28.61,-80.6,84.303,0,0,0,90,0,3396.788,1098.63,1.291,0.004,9.792,NaN,83.363,NaN,164.313,4.94,5.769e-5,0.726,0.527,0.079,0.12,0.002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.05,90,15,1013.25,0.001,340.389,0.009,3.42e5,8.7,59.447,0.011,0.001,3.894e-5
0.031,0.008,0.008,0.875,0.875,65.214,65.214,-3.135e-5,0,3.135e-5,270,0.002,0.079,28.61,-80.6,74.016,0,0,0,90,0,3395.485,1097.326,1.291,0.004,9.792,NaN,83.337,NaN,254.685,7.66,0.001,0.721,0.522,0.079,0.12,0.033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.057,90,15,1013.249,0.001,340.389,0.009,3.547e5,8.7,59.447,0.01,0.002,1.12e-4
0.041,0.02,0.02,1.529,1.529,65.613,65.613,-5.713e-5,0,5.713e-5,270,0.003,0.09,28.61,-80.6,63.45,0,0,0,90,0,3392.821,1094.663,1.29,0.004,9.792,NaN,83.283,NaN,255.842,7.701,0.006,0.713,0.514,0.079,0.12,0.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.063,90,15,1013.248,0.001,340.389,0.01,3.819e5,8.7,59.447,0.01,0.002,1.958e-4
# Event LIFTOFF occurred at t=0.051 seconds
0.051,0.038,0.038,2.187,2.187,66.011,66.011,-9.194e-5,0,9.194e-5,270,0.004,0,28.61,-80.6,54.489,0,0,0,90,0,3390.158,1092,1.288,0.004,9.792,NaN,83.229,NaN,256.998,7.742,0.014,0.702,0.503,0.079,0.12,0.267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.069,90,15,1013.245,0.001,340.389,0.011,4.204e5,8.7,59.447,0.01,0.002,2.8e-4
0.061,0.064,0.064,2.849,2.849,66.408,66.408,-1.318e-4,0,1.318e-4,270,0.004,0,28.61,-80.6,47.103,0,0,0,90,0,3387.494,1089.336,1.287,0.004,9.792,NaN,83.174,NaN,258.155,7.783,0.026,0.691,0.492,0.079,0.12,0.408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.071,90,15,1013.243,0.001,340.389,0.012,4.673e5,8.7,59.447,0.01,0.002,3.648e-4
0.071,0.095,0.095,3.515,3.515,66.805,66.805,-1.716e-4,0,1.716e-4,270,0.004,0,28.61,-80.6,41.113,0,0,0,90,0,3384.831,1086.673,1.286,0.004,9.792,NaN,83.12,NaN,259.311,7.824,0.042,0.68,0.481,0.079,0.12,0.528,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.072,90,14.999,1013.239,0.001,340.389,0.014,5.209e5,8.7,59.447,0.01,0.002,4.501e-4
0.081,0.134,0.134,4.185,4.185,67.202,67.202,-2.114e-4,0,2.114e-4,270,0.004,0,28.61,-80.6,36.256,0,0,0,90,0,3382.168,1084.009,1.284,0.004,9.792,NaN,83.066,NaN,260.468,7.865,0.061,0.669,0.47,0.079,0.12,0.622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.073,90,14.999,1013.234,0.001,340.388,0.015,5.794e5,8.7,59.447,0.01,0.002,5.359e-4
0.091,0.179,0.179,4.859,4.859,67.598,67.598,-2.513e-4,0,2.513e-4,270,0.004,0,28.61,-80.6,32.291,0,0,0,90,0,3379.504,1081.346,1.283,0.004,9.792,NaN,83.011,NaN,261.624,7.906,0.083,0.659,0.46,0.079,0.12,0.689,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.075,90,14.999,1013.229,0.001,340.388,0.017,6.417e5,8.7,59.447,0.01,0.002,6.222e-4
0.101,0.231,0.231,5.537,5.537,67.995,67.995,-2.911e-4,0,2.911e-4,270,0.004,0,28.61,-80.6,29.018,0,0,0,90,0,3376.841,1078.682,1.282,0.004,9.792,NaN,82.957,NaN,262.781,7.947,0.107,0.65,0.451,0.079,0.12,0.736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.076,90,14.998,1013.223,0.001,340.388,0.019,7.069e5,8.7,59.447,0.01,0.003,7.09e-4
0.111,0.29,0.29,6.219,6.219,68.391,68.391,-3.309e-4,0,3.309e-4,270,0.004,0,28.61,-80.6,26.244,0,0,0,90,0,3374.177,1076.019,1.281,0.004,9.792,NaN,82.902,NaN,263.937,7.988,0.134,0.642,0.443,0.079,0.12,0.767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.07,90,14.998,1013.216,0.001,340.388,0.02,7.741e5,8.7,59.447,0.01,0.003,7.963e-4
0.121,0.356,0.356,6.905,6.905,68.787,68.787,-3.708e-4,0,3.708e-4,270,0.004,0,28.61,-80.6,23.905,0,0,0,90,0,3371.514,1073.356,1.279,0.004,9.792,NaN,82.847,NaN,265.094,8.03,0.163,0.634,0.435,0.079,0.12,0.786,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.065,90,14.998,1013.208,0.001,340.387,0.022,8.432e5,8.7,59.447,0.01,0.003,8.841e-4
0.131,0.428,0.428,7.595,7.595,69.183,69.183,-4.106e-4,0,4.106e-4,270,0.004,0,28.61,-80.6,21.912,0,0,0,90,0,3368.85,1070.692,1.278,0.004,9.792,NaN,82.793,NaN,266.251,8.071,0.194,0.627,0.428,0.079,0.12,0.795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.059,90,14.997,1013.2,0.001,340.387,0.024,9.139e5,8.7,59.447,0.01,0.003,9.724e-4
0.141,0.507,0.507,8.289,8.289,69.58,69.58,-4.504e-4,0,4.504e-4,270,0.004,0,28.61,-80.6,20.199,0,0,0,90,0,3366.187,1068.029,1.277,0.004,9.792,NaN,82.738,NaN,267.407,8.113,0.227,0.621,0.422,0.079,0.12,0.798,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.054,90,14.997,1013.19,0.001,340.387,0.026,9.859e5,8.7,59.447,0.01,0.003,0.001
0.151,0.594,0.594,8.987,8.987,69.976,69.976,-4.903e-4,0,4.903e-4,270,0.004,0,28.61,-80.6,18.724,0,0,0,90,0,3363.524,1065.365,1.275,0.004,9.792,NaN,82.683,NaN,268.564,8.154,0.261,0.615,0.416,0.079,0.12,0.797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.05,90,14.996,1013.18,0.001,340.387,0.028,1.059e6,8.7,59.447,0.01,0.003,0.001
0.161,0.687,0.687,9.688,9.688,70.373,70.373,-5.301e-4,0,5.301e-4,270,0.004,0,28.61,-80.6,17.527,0,0,0,90,0,3360.86,1062.702,1.274,0.004,9.792,NaN,82.628,NaN,269.72,8.196,0.298,0.609,0.41,0.079,0.12,0.792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.064,90,14.996,1013.169,0.001,340.386,0.03,1.134e6,8.7,59.447,0.01,0.003,0.001
0.171,0.788,0.788,10.394,10.394,70.769,70.769,-5.699e-4,0,5.699e-4,270,0.004,0,28.61,-80.6,16.472,0,0,0,90,0,3358.197,1060.039,1.273,0.004,9.792,NaN,82.572,NaN,270.877,8.237,0.336,0.604,0.405,0.079,0.12,0.785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.077,90,14.995,1013.158,0.001,340.386,0.032,1.21e6,8.7,59.447,0.01,0.003,0.001
0.181,0.891,0.891,11.077,11.077,71.151,71.151,-6.082e-4,0,6.082e-4,270,0.004,0,28.61,-80.6,15.571,0,0,0,90,0,3355.634,1057.476,1.272,0.004,9.792,NaN,82.519,NaN,271.989,8.277,0.373,0.6,0.4,0.079,0.12,0.776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.091,90,14.994,1013.146,0.001,340.385,0.034,1.284e6,8.7,59.447,0.009,0.003,0.001
0.19,0.994,0.994,11.721,11.721,71.509,71.509,-6.442e-4,0,6.442e-4,270,0.004,0,28.61,-80.6,14.811,0,0,0,90,0,3353.23,1055.072,1.27,0.004,9.792,NaN,82.469,NaN,273.034,8.315,0.411,0.597,0.398,0.079,0.12,0.768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.103,90,14.994,1013.133,0.001,340.385,0.036,1.353e6,8.7,59.447,0.009,0.004,0.002
# Event LAUNCHROD occurred at t=0.198 seconds
0.198,1.096,1.096,12.332,12.332,71.848,71.854,-6.782e-4,0,6.782e-4,270,0.004,0.921,28.61,-80.6,14.157,0,0,0,90,0,3350.958,1052.799,1.269,0.004,9.792,91.291,82.422,1.019,274.02,8.351,0.449,0.596,0.397,0.079,0.12,0.762,5.233,5.334,-2.632e-5,0,0,0,0,0,3.115,90,14.993,1013.121,0.001,340.385,0.037,1.42e6,8.7,59.447,0.013,0.004,0.002
0.211,1.26,1.26,13.255,13.255,72.356,72.362,-8.058e-4,0,8.058e-4,270,0.016,0.964,28.61,-80.6,13.19,0,0.164,-1.038e-5,89.999,89.997,3347.549,1049.391,1.268,0.004,9.792,91.424,82.351,1.043,275.5,8.405,0.507,0.595,0.396,0.079,0.12,0.751,4.781,4.985,-2.87e-4,0,0,0,0,6.884e-5,3.123,90,14.992,1013.102,0.001,340.384,0.04,1.52e6,8.7,59.447,0.019,0.004,0.002
0.23,1.528,1.528,14.651,14.651,73.118,73.125,-0.001,0,0.001,270,0.035,1.021,28.61,-80.6,11.929,0,0.431,-2.001e-5,89.993,89.997,3342.436,1044.278,1.265,0.004,9.792,91.609,82.244,1.076,277.721,8.485,0.599,0.594,0.394,0.079,0.12,0.734,4.211,4.532,-1.851e-4,0,0,0,0,3.939e-4,3.132,90,14.99,1013.071,0.001,340.383,0.044,1.672e6,8.7,59.447,0.029,0.004,0.002
0.259,1.98,1.98,16.773,16.773,74.262,74.27,-0.003,0,0.003,270,0.066,1.086,28.61,-80.6,10.353,0,0.88,-2.836e-5,89.975,89.998,3334.767,1036.609,1.261,0.004,9.792,91.859,82.083,1.124,281.051,8.607,0.751,0.592,0.392,0.079,0.12,0.709,3.531,3.966,-3.288e-5,0,0,0,0,0.001,3.137,90,14.987,1013.018,0.001,340.381,0.05,1.903e6,8.7,59.447,0.043,0.004,0.002
0.302,2.775,2.775,20.018,20.018,75.979,75.988,-0.007,-1.245e-8,0.007,270,0.113,1.123,28.61,-80.6,8.463,0,1.658,-3.5e-5,89.92,89.998,3323.263,1025.105,1.255,0.004,9.792,92.191,81.841,1.19,286.046,8.79,1.011,0.59,0.39,0.079,0.12,0.678,2.764,3.284,-1.135e-4,0,0,0,0,0.003,3.12,90,14.982,1012.925,0.001,340.378,0.059,2.259e6,8.7,59.447,0.05,0.004,0.003
0.352,3.871,3.871,23.866,23.867,77.963,77.971,-0.014,-3.095e-8,0.014,270,0.17,1.137,28.61,-80.6,7.08,0,2.732,-6.24e-5,89.811,89.998,3309.946,1011.788,1.249,0.004,9.792,92.459,81.558,1.253,291.829,9.004,1.378,0.588,0.387,0.079,0.121,0.654,2.236,2.795,2.464e-4,0,0,0,0,0.006,3.214,90,14.975,1012.796,0.001,340.374,0.071,2.685e6,8.7,59.447,0.05,0.004,0.003
0.402,5.163,5.163,27.814,27.815,79.943,79.95,-0.024,-5.616e-8,0.024,270,0.226,1.044,28.61,-80.6,6.01,0,4.012,-1.221e-4,89.644,89.998,3296.629,998.47,1.242,0.004,9.792,92.682,81.273,1.311,297.612,9.219,1.814,0.586,0.385,0.08,0.121,0.636,1.848,2.414,-9.822e-5,0,0,0,0,0.01,3.329,90,14.966,1012.644,0.001,340.369,0.082,3.123e6,8.7,59.447,0.05,0.004,0.004
0.452,6.654,6.654,31.861,31.862,81.922,81.925,-0.036,-7.032e-8,0.036,270,0.269,0.681,28.61,-80.6,4.803,0,5.443,-1e-4,89.408,89.998,3283.312,985.153,1.235,0.004,9.792,92.951,80.985,1.375,303.395,9.437,2.306,0.585,0.384,0.08,0.121,0.619,1.432,1.955,1.514e-4,0,0,0,0,0.014,3.279,90,14.957,1012.47,0.001,340.363,0.094,3.571e6,8.7,59.447,0.05,0.004,0.004
0.502,8.351,8.351,36.006,36.007,83.891,83.891,-0.05,-5.514e-8,0.05,270,0.291,0.132,28.61,-80.6,3.801,0,6.939,-7.713e-5,89.098,89.999,3269.995,971.836,1.228,0.004,9.792,93.19,80.695,1.436,309.177,9.656,2.878,0.584,0.382,0.08,0.121,0.606,1.103,1.567,2.377e-5,0,0,0,0,0.018,3.252,90,14.946,1012.271,0.001,340.356,0.106,4.031e6,8.7,59.447,0.05,0.005,0.005
0.552,10.257,10.257,40.25,40.251,85.845,85.847,-0.065,0,0.065,270,0.278,0.669,28.61,-80.6,2.861,0,8.422,5.76e-5,88.714,89.999,3256.678,958.519,1.222,0.004,9.792,93.429,80.403,1.497,314.96,9.876,3.532,0.583,0.381,0.08,0.122,0.596,0.809,1.191,-1.73e-4,0,0,0,0,0.021,3.196,90,14.933,1012.047,0.001,340.348,0.119,4.502e6,8.7,59.447,0.024,0.005,0.005
0.576,11.241,11.241,42.307,42.308,86.768,86.775,-0.071,5.27e-8,0.071,270,0.257,1.13,28.61,-80.6,2.459,0,9.094,1.041e-4,88.505,89.999,3250.329,952.171,1.218,0.004,9.792,93.535,80.263,1.526,317.717,9.982,3.876,0.583,0.38,0.081,0.122,0.593,0.688,1.027,4.496e-4,0,0,0,0,0.022,3.181,90,14.927,1011.932,0.001,340.345,0.125,4.73e6,8.7,59.447,0.036,0.005,0.005
0.612,12.809,12.809,45.472,45.473,90.279,90.301,-0.079,1.432e-7,0.079,270,0.202,1.99,28.61,-80.6,1.89,0,10.032,-1.405e-4,88.163,90,3236.951,938.793,1.211,0.004,9.792,93.691,79.966,1.578,328.409,10.361,4.443,0.582,0.379,0.081,0.122,0.588,0.52,0.798,1.503e-4,0,0,0,0,0.023,3.163,90,14.917,1011.748,0.001,340.338,0.134,5.082e6,8.7,59.447,0.05,0.005,0.006
0.662,15.198,15.198,50.109,50.109,95.182,95.245,-0.086,3.272e-7,0.086,270,0.067,3.462,28.61,-80.6,1.135,0,11.129,-4.373e-4,87.632,89.999,3218.244,920.086,1.201,0.004,9.792,93.907,79.546,1.651,343.361,10.896,5.354,0.582,0.378,0.081,0.123,0.584,0.306,0.481,-1.732e-4,0,0,0,0,0.023,3.134,90,14.901,1011.468,0.001,340.329,0.148,5.598e6,8.7,59.447,0.05,0.005,0.006
0.712,17.824,17.824,54.99,54.99,100.064,100.202,-0.085,6.716e-7,0.085,270,0.15,5.249,28.61,-80.6,0.428,0,11.786,-0.001,87.057,89.999,3199.537,901.378,1.191,0.004,9.792,94.119,79.121,1.724,358.312,11.437,6.423,0.582,0.377,0.082,0.123,0.582,0.113,0.173,-1.159e-7,0,0,0,0,0.022,3.089,90,14.884,1011.159,0.001,340.319,0.162,6.141e6,8.7,59.447,0.05,0.005,0.007
0.762,20.701,20.701,60.115,60.117,104.919,105.164,-0.07,1.321e-6,0.07,270.001,0.46,7.166,28.61,-80.6,0.075,0,-11.931,-0.005,86.462,89.999,3180.829,882.671,1.181,0.004,9.792,94.232,78.692,1.786,373.264,11.984,7.674,0.582,0.376,0.083,0.124,0.582,0.02,0.054,1.996e-6,0,0,0,0,-0.019,3.178,90,14.865,1010.822,0.001,340.307,0.177,6.713e6,8.7,59.447,0.05,0.005,0.008
0.812,23.84,23.84,65.481,65.487,109.732,110.129,-0.037,2.371e-6,0.037,270.004,0.871,9.337,28.61,-80.6,0.553,0,-11.403,-5.132e-5,85.876,89.999,3162.122,863.964,1.171,0.004,9.792,94.092,78.257,1.82,388.215,12.538,9.118,0.583,0.374,0.083,0.125,0.583,0.147,0.281,1.087e-4,0,0,0,0,-0.014,3.215,90,14.845,1010.454,0.001,340.295,0.193,7.311e6,8.7,59.447,0.05,0.005,0.008
0.862,27.253,27.253,71.087,71.101,114.504,115.091,0.019,4.1e-6,0.019,89.988,1.395,11.61,28.61,-80.6,0.937,0,-10.006,7.037e-4,85.336,89.998,3143.415,845.256,1.16,0.004,9.792,93.985,77.817,1.858,403.167,13.098,10.777,0.583,0.373,0.084,0.126,0.585,0.252,0.477,-3.988e-4,0,0,0,0,-0.009,3.235,90,14.823,1010.054,0.001,340.282,0.209,7.936e6,8.7,59.447,0.05,0.006,0.009
0.912,30.953,30.953,76.931,76.958,119.246,120.044,0.105,7.171e-6,0.105,89.996,2.031,13.818,28.61,-80.6,1.221,5.927e-7,-7.585,0.001,84.892,89.998,3124.707,826.549,1.15,0.004,9.792,93.909,77.372,1.901,418.119,13.665,12.665,0.584,0.372,0.085,0.127,0.587,0.331,0.633,-2.507e-6,0,0,0,0,-0.005,3.195,90,14.799,1009.62,0.001,340.267,0.227,8.588e6,8.7,59.447,0.05,0.006,0.01
0.962,34.95,34.95,83.012,83.058,123.998,124.979,0.224,1.263e-5,0.224,89.997,2.77,15.623,28.61,-80.6,1.346,8.114e-7,-4.114,0.002,84.596,89.996,3106,807.842,1.139,0.004,9.792,93.882,76.921,1.949,433.07,14.239,14.79,0.585,0.371,0.086,0.128,0.588,0.366,0.715,-5.782e-5,0,0,0,0,-0.001,3.119,90,14.773,1009.151,0.001,340.251,0.245,9.266e6,8.7,59.447,0.05,0.006,0.011
1.012,39.258,39.258,89.332,89.404,128.805,129.878,0.383,2.196e-5,0.383,89.997,3.58,16.656,28.61,-80.6,1.285,7.112e-7,0.13,0.004,84.494,89.995,3087.293,789.135,1.129,0.004,9.792,93.908,76.465,2.005,448.022,14.82,17.166,0.587,0.37,0.088,0.129,0.59,0.349,0.7,4.909e-4,0,0,0,0,1.004e-6,3.013,90,14.745,1008.646,0.001,340.234,0.263,9.97e6,8.7,59.447,0.044,0.006,0.011
1.056,43.354,43.354,95.149,95.247,133.143,134.19,0.558,3.5e-5,0.558,89.996,4.326,16.729,28.61,-80.6,1.097,1.224e-6,4.194,0.003,84.59,89.994,3070.675,772.517,1.119,0.004,9.792,93.971,76.056,2.059,461.304,15.342,19.502,0.589,0.369,0.089,0.13,0.591,0.297,0.61,-2.206e-4,0,0,0,0,9.207e-4,2.85,90,14.718,1008.165,0.001,340.218,0.28,1.062e7,8.7,59.447,0.045,0.006,0.012
1.101,47.729,47.729,101.183,101.309,137.594,138.466,0.767,5.399e-5,0.767,89.996,5.048,15.514,28.61,-80.6,0.691,2.756e-6,7.717,0.005,84.859,89.993,3053.997,755.839,1.109,0.004,9.792,94.099,75.64,2.122,474.633,15.871,22.076,0.59,0.368,0.091,0.132,0.591,0.185,0.389,3.155e-4,0,0,0,0,0.003,2.826,90,14.69,1007.652,0.001,340.201,0.298,1.129e7,8.7,59.447,0.039,0.006,0.013
1.14,51.808,51.808,106.661,106.809,141.532,142.19,0.977,7.618e-5,0.977,89.996,5.623,13.664,28.61,-80.6,0.271,3.204e-6,9.6,0.009,85.204,89.992,3039.311,741.153,1.1,0.004,9.792,94.234,75.27,2.18,486.371,16.343,24.582,0.592,0.367,0.092,0.133,0.593,0.072,0.152,3.803e-4,0,0,0,0,0.004,2.819,90,14.663,1007.174,0.001,340.185,0.315,1.19e7,8.7,59.447,0.03,0.006,0.014
1.17,55.064,55.064,110.216,110.377,95.439,95.772,1.151,9.639e-5,1.151,89.995,5.947,7.979,28.61,-80.6,0.075,3.174e-6,-9.912,0.028,85.499,89.993,3027.694,729.536,1.093,0.004,9.792,94.301,74.975,2.221,345.826,11.665,26.301,0.594,0.367,0.093,0.134,0.594,0.02,0.048,2.8e-4,0,0,0,0,-0.004,2.874,90,14.642,1006.792,0.001,340.172,0.325,1.229e7,8.7,59.447,0.029,0.006,0.014
1.199,58.299,58.299,112.784,112.951,81.661,81.824,1.326,1.178e-4,1.326,89.995,6.137,5.157,28.61,-80.6,0.387,3.09e-6,-9.052,0.005,85.777,89.994,3018.924,720.766,1.088,0.004,9.792,94.21,74.751,2.237,304.089,10.287,27.596,0.595,0.366,0.094,0.134,0.595,0.103,0.233,4.338e-4,0,0,0,0,-0.003,2.956,90,14.621,1006.413,0.001,340.159,0.333,1.258e7,8.7,59.447,0.044,0.006,0.014
1.243,63.28,63.28,116.165,116.335,73.735,73.783,1.597,1.52e-4,1.597,89.995,6.304,2.645,28.61,-80.6,0.688,3.147e-6,-5.858,0.002,86.108,89.995,3008.287,710.129,1.082,0.004,9.792,94.126,74.477,2.259,280.598,9.526,29.358,0.596,0.366,0.095,0.135,0.597,0.184,0.418,-4.625e-4,0,0,0,0,-0.001,3.001,90,14.589,1005.828,0.001,340.14,0.343,1.295e7,8.7,59.447,0.042,0.007,0.015
1.285,68.245,68.245,119.112,119.283,65.957,65.971,1.865,1.861e-4,1.865,89.994,6.384,1.378,28.61,-80.6,0.765,2.779e-6,-1.378,0.004,86.264,89.998,2997.967,699.809,1.075,0.004,9.792,94.109,74.21,2.287,257.808,8.782,30.924,0.598,0.365,0.096,0.136,0.599,0.206,0.47,2.913e-4,0,0,0,0,-6.338e-5,2.994,90,14.556,1005.246,0.001,340.12,0.351,1.327e7,8.7,59.447,0.036,0.007,0.015
1.32,72.516,72.516,121.338,121.508,59.355,59.369,2.093,2.143e-4,2.093,89.994,6.429,1.272,28.61,-80.6,0.675,3.353e-6,2.546,0.002,86.242,89.999,2989.281,691.123,1.07,0.004,9.792,94.14,73.983,2.317,238.627,8.152,32.117,0.599,0.365,0.097,0.137,0.6,0.181,0.42,4.291e-4,0,0,0,0,2.087e-4,2.979,90,14.529,1004.745,0.001,340.103,0.358,1.351e7,8.7,59.447,0.032,0.007,0.016
1.352,76.402,76.402,123.13,123.3,53.411,53.442,2.298,2.385e-4,2.298,89.994,6.476,1.817,28.61,-80.6,0.498,3.811e-6,5.524,9.983e-4,86.112,89.999,2981.509,683.351,1.065,0.004,9.792,94.197,73.779,2.347,221.465,7.586,33.085,0.6,0.365,0.098,0.137,0.6,0.133,0.311,3.89e-5,0,0,0,0,9.538e-4,2.968,90,14.503,1004.289,0.001,340.088,0.363,1.371e7,8.7,59.447,0.048,0.007,0.016
1.4,82.33,82.33,125.534,125.707,47.435,47.56,2.609,2.735e-4,2.609,89.994,6.6,3.443,28.61,-80.6,0.15,3.861e-6,8.102,0.009,85.777,89.998,2972.837,674.679,1.06,0.004,9.792,94.307,73.551,2.386,204.841,7.037,34.416,0.601,0.364,0.099,0.138,0.601,0.04,0.093,4.107e-4,0,0,0,0,0.002,3.001,90,14.465,1003.594,0.001,340.065,0.37,1.397e7,8.7,59.447,0.05,0.007,0.016
1.45,88.663,88.663,127.748,127.93,41.134,41.473,2.944,3.097e-4,2.944,89.994,6.819,5.291,28.61,-80.6,0.222,3.452e-6,-7.693,0.005,85.369,89.997,2963.741,665.583,1.054,0.004,9.792,94.29,73.309,2.412,187.406,6.458,35.695,0.602,0.364,0.099,0.138,0.602,0.059,0.144,-9.747e-5,0,0,0,0,-0.002,3.031,90,14.424,1002.851,0.001,340.04,0.377,1.421e7,8.7,59.447,0.051,0.007,0.016
1.501,95.272,95.272,129.695,129.89,34.732,35.288,3.302,3.474e-4,3.302,89.994,7.12,6.24,28.61,-80.6,0.433,5.676e-6,-4.422,0.003,85.049,89.995,2954.403,656.245,1.048,0.004,9.792,94.23,73.06,2.433,169.506,5.859,36.858,0.603,0.364,0.1,0.139,0.603,0.116,0.281,-4.392e-4,0,0,0,0,-5.507e-4,3.126,90,14.381,1002.076,0.001,340.014,0.383,1.442e7,8.7,59.447,0.031,0.007,0.017
# Event BURNOUT occurred at t=1.532 seconds
1.532,99.3,99.3,129.884,130.085,-22.497,22.546,3.525,3.717e-4,3.525,89.994,7.242,1.482,28.61,-80.6,0.471,5.41e-6,-1.719,0.002,84.954,89.994,2951.958,653.8,1.047,0.004,9.792,94.219,72.995,2.44,0,0,36.968,0.603,0.364,0.1,0.139,0.604,0.126,0.307,4.843e-4,0,0,0,0,-8.298e-5,3.152,90,14.355,1001.604,0.001,339.998,0.383,1.444e7,8.7,59.447,0.045,0.007,0.017
1.577,105.07,105.07,128.886,129.092,-22.243,22.264,3.849,4.086e-4,3.849,89.994,7.3,0.978,28.61,-80.6,0.383,4.641e-6,1.983,0.004,84.962,89.993,2951.958,653.8,1.047,0.004,9.792,94.243,72.995,2.442,0,0,36.351,0.603,0.364,0.1,0.139,0.603,0.102,0.249,1.707e-4,0,0,0,0,1.12e-4,3.194,90,14.317,1000.927,0.001,339.975,0.38,1.432e7,8.7,59.447,0.05,0.007,0.017
1.627,111.486,111.486,127.782,127.991,-21.905,21.905,4.215,4.534e-4,4.215,89.994,7.32,0.19,28.61,-80.6,0.161,4.673e-6,4.513,0.01,85.133,89.992,2951.958,653.8,1.047,0.004,9.792,94.309,72.995,2.45,0,0,35.668,0.602,0.364,0.099,0.138,0.602,0.043,0.104,3.316e-4,0,0,0,0,5.906e-4,3.199,90,14.275,1000.175,0.001,339.95,0.377,1.419e7,8.7,59.447,0.05,0.008,0.016
1.677,117.848,117.848,126.695,126.904,-21.568,21.624,4.58,5.024e-4,4.58,89.994,7.277,1.547,28.61,-80.6,0.111,4.62e-6,-4.781,0.011,85.376,89.991,2951.958,653.8,1.047,0.004,9.792,94.322,72.995,2.451,0,0,35.012,0.602,0.364,0.099,0.138,0.602,0.029,0.072,-8.264e-5,0,0,0,0,-6.742e-4,3.217,90,14.234,999.428,0.001,339.925,0.374,1.407e7,8.7,59.447,0.05,0.008,0.016
